Message,Category
"* * summer specials * *
valued golfers of kingwood cove .
at your convenience please visit the following
sites being developed for your benefit in the future .
http : / / subscribe - 90027 - members @ lists . clubcorp . com / or
http : / / www . ttimeonline . com / index . html
* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
* * play & pay * *
3 play for the price of 2
4 play for the price of 3
after 11 am - saturday , sunday & holidays
( offer valid with purchase of cart & green fee per player )
must present e - mail invitation prior to registration .
not valid with sr / jr rates or other offers . expires 06 / 30 / 00 .
call now to book your tee - time . 281 - 358 - 1155 .
* * pick your partner / price * *
monday thru friday between 10 am - 2 pm ( non - holiday )
2 play for $ 18 ea .
3 play for $ 16 ea .
4 play for $ 14 ea .
( offer includes cart & green fee )
must present e - mail invitation prior to registration .
not valid with sr / jr rates , tournaments or other offers . expires 06 / 30 / 00
call now to book your tee - time . 281 - 358 - 1155 .
* * 2 for 1 special * *
two play for the price of one .
before 10 am & after 2 pm
monday thru friday non - holiday .
golf invitation good for up to 4 players .
offer includes 1 / 2 cart & green fee .
must present e - mail invitation prior to registration .
not valid with other offers or sr / jr rates . expires 06 / 30 / 00
call now to book your tee - time .
281 - 358 - 1155 .
* * golf lesson special * *
lessons save $ 10",ham
"john and louise ,
to minimize confusion , these are the individuals that i have earmarked for retention in my group :
a . ena
1 . tholan , scott
2 . johnston , robert
3 . landry , kimberly
4 . walsh , kristin
5 . purswell , sharon ( admin assistant . added her for help in group layoffs and ongoing billing )
6 . schlesinger , judy ( esource / research )
b . the "" tac group "" ( to be settled separately )
1 . clark , chris
2 . mihura , brian
3 . sugiura , junichi
4 . loup , jason
5 . boehm , richard
6 . orbeck , dan
7 . chancey , donald
8 . kooser , kenneth
9 . wingo , angie
( also , two temporary workers are being retained )
c . ees
1 . golden , kevin
d . egm ( "" future termination "" status , 30 - 90 days , to support oil trading )
1 . seigle , clayton
e . fallon ( jim is retaining this guy for himself for his use in the layoffs )
1 . mcguinness , francis",ham
"executive summary :
bottom line - qfs better off today , utilities in worse shape
after passing senate , the qf bill fails on technical grounds in assembly
cal energy ruling provides possible escape for qfs from utility commitments
california net short gas supply for the summer worsens if qfs break contracts
hedge funds acquiring utility commercial paper , further litigation expected
1 . qf bill fails in surprise twist
ab 8 x ( the qf bill ) failed in the assembly ( 48 - 24 ) . the republicans were opposed because three measures , the sdg & e fix , the ab lx fix , and the qf fix were all rolled into one bill by the senate . they want the three measures split up . concern was raised by san diego members regarding those provisions and they wanted to see it separately in the bill form that it is currently in sb 43 x . as noted yesterday , the qfs will now await a cpuc ruling on tuesday .
2 . cal energy ruling sets stage for "" dozens "" of similar q . f . suits
the cpuc ruling is now less important because of the cal energy ruling yesterday , which gave the qfs another tactic to escape their commitments to the near bankrupt utilities . cal energy reportedly would have filed an involuntary bankruptcy tomorrow ( friday ) had they not won their law suit . dozens , if not hundreds of suits identical to that filed by calenergy can now be expected from the other qfs . the qfs reportedly see themselves as free from the utilities now and want to sell direct into the merchant market , possibly out - of - state . they also want to avoid any deal whereby the state would force them to supply power in a stage 2 or stage 3 alert , and will contest any such measure with the ferc .
3 . summer outlook worsens
the outlook for the summer now appears much grimmer for the state . if the gas - fired qfs alone manage to extricate themselves from their contracts with the utilities , the state will be a net 10 , 000 mw short for the summer rather than 5 , 000 mw . this is a much larger net short position to fill , and will be much harder for state treasurer angelides to sell to wall street . if all of the qfs break their contracts , the state will be 14 , 000 to 15 , 000 mw short . essentially , if the qfs are successful in court ( as it appears they would be ) , they are no longer part of the pool of low , fixed - rate power that the state can count on . the onus now appears to be on treasurer angelides to come up with a rate schedule . the qfs may go to him and ask for the state to act as forward cover for their gas contracts ( the state would , of course , charge for this privilege ) and negotiate a more flexible rate structure .
4 pressure mounts on utilities
none of this helps the utilities ' situation . in fact , now that the qfs have a way out of their contracts through the courts , it appears that the business base of the utilities is reduced , so they are actually in a worse situation . reportedly some of the utilities ' commercial paper now has been sold to hedge funds . as one source put it , "" the vultures have moved in . "" these are "" the types of people who litigate . """,ham
"start date : 1 / 20 / 02 ; hourahead hour : 10 ; hourahead schedule download failed . manual intervention required .
log messages :
parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002012010 . txt
error : dbcaps 97 data : cannot perform this operation on a closed database
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
error : dbcaps 97 data : cannot perform this operation on a closed database
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
error : dbcaps 97 data : cannot perform this operation on a closed database
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
error : dbcaps 97 data : cannot perform this operation on a closed database
error : dbcaps 97 data : cannot perform this operation on a closed database
error : dbcaps 97 data : cannot perform this operation on a closed database
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
error : dbcaps 97 data : cannot perform this operation on a closed database",ham
"1 . i think we were too hard on external candidates . there are 5 or 6 external candidates . remember that they don ' t have the enron grounding that the internal candidates have . most of them are not in the gas or electricity industry . try to evaluate them on their intrinsic qualities .
2 . some people have not thought about trading concepts and are unfamiliar with trading lingo . that doesn ' t mean that they will not be good traders one day . i think we were a little biased based on someones ability to run a stack tommorrow .
regards
john",ham
"the buyer ' s name on deal 440093 is koch midstream shouldn ' t it be duke energy
field services ?
daren j farmer
10 / 17 / 2000 07 : 09 am
to : tina valadez / hou / ect @ ect
cc : cyndie balfour - flanagan / corp / enron @ enron , kristen j hanson / hou / ect @ ect ,
julie meyers / hou / ect @ ect , carlos j rodriguez / hou / ect @ ect
subject : re : koch midstream services co
i have created two new deals in sitara . you will need to get with someone in
volume management to reallocate volumes from the old tickets to the new deals
for jan - sep . the logistics group will be able to adjust october forward .
deal # s :
144052 - - > 440092
144049 - - > 440093
let me know if you have any questions .
d
tina valadez
10 / 16 / 2000 11 : 50 am
to : daren j farmer / hou / ect @ ect
cc : cyndie balfour - flanagan / corp / enron @ enron , kristen j hanson / hou / ect @ ect
subject : re : koch midstream services co
please change the sitara tickets dating back to january 2000 and let me know
when you are finished .
thank you ,
tina valadez
daren j farmer
10 / 16 / 2000 11 : 15 am
to : tina valadez / hou / ect @ ect
cc : carlos j rodriguez / hou / ect @ ect , kristen j hanson / hou / ect @ ect
subject : re : koch midstream services co
since koch has told you that they sold the properties to duke , i would say
that duke should be paying us for the gas .
i had heard that koch sold the properties to another counterparty , but i
wasn ' t sure to whom . i either talked or left a message with someone in the
settlements area about two months ago about this after koch informed the
trader that they should not be getting the invoices . however , i never heard
back from anyone .
this is related to the ces acquisition which came online the first of this
year . the deal info we had at the time had this sale booked to koch . i can
change the tickets in sitara to the duke counterparty ( or create new tickets )
today if you need me to , so that we can get the invoice out the door . you
will still need to coordinate with the contract group in getting the correct
contract in place for the deal .
d
tina valadez
10 / 10 / 2000 10 : 18 am
to : carlos j rodriguez / hou / ect @ ect
cc : kristen j hanson / hou / ect @ ect , daren j farmer / hou / ect @ ect
subject : koch midstream services co
i have been billing koch midstream services co under ena for meters
ll - 1 - 0030 - comitas ( sitara # 144052 ) and ll - 1 - 0027 - volpe ( sitara # 144049 ) . my
former accounting contact at koch , michael thomas , said that koch sold these
south texas assets to duke energy field services back in 1999 . michael faxed
a contract which i forwarded to cindy balfour flannigan in the contract
area . cindy said she can ' t tie the deals in the contract to our system so
she can ' t recognize the assignment . cindy has left messages with koch , but
she has not been able to resolve the issue . koch is refusing to pay for
the gas and there is currently over a million dollars outstanding relating to
these deals . i need to find out whether koch or duke is responsible for
paying for this gas . do you have any information regarding this issue ?
thanks ,
tina valadez
3 - 7548
- - - - - - - - - - - - - - - - - - - - - - forwarded by tina valadez / hou / ect on 10 / 10 / 2000 10 : 03
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : ami chokshi @ enron 10 / 09 / 2000 02 : 47 pm
to : tina valadez / hou / ect @ ect
cc :
subject :
tina ,
with regards ti the koch midstream , you could talk to daren farmer about it .
also , carlos rodriguez could help .
ami",ham
"please disregard the memo below and continue to keep eastrans deliveries at
zero ( 0 ) until further notified .
- - - - - - - - - - - - - - - - - - - - - - forwarded by marta k henderson / houston / pefs / pec on
09 / 22 / 2000 02 : 40 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
marta k henderson
09 / 22 / 2000 09 : 00 am
to : darrel f . bane / easttexas / pefs / pec @ pec , john a . bretz / gcs / cec / pec @ pec ,
chad w . cass / gcs / cec / pec @ pec , michael r .
cherry / easttexas / pefs / pec @ pec , william e . speckels / gcs / cec / pec @ pec ,
donna c . spencer / gcs / cec / pec @ pec , julia a . urbanek / gcs / cec / pec @ pec ,
briley @ enron . com , dfarmer @ enron . com , carlos . j . rodriguez @ enron . com ,
sharon beemer / ftworth / pefs / pec @ pec , connie
wester / easttexas / pefs / pec @ pec , ronald c . douglas / gcs / cec / pec @ pec ,
daniel c rider / houston / pefs / pec @ pec
cc :
subject : eastrans nomination change effective 9 / 23 / 00
please increase deliveries into eastrans to 30 , 000 mmbtu / dy effective
9 / 23 / 00 and continue until further notified .
the redeliveries will be :
7400 from fuels cotton valley
22600 to pg & e",ham
"kevin ,
i am not sure by what date you require a color copier but if you can wait
until april , lanier has let me know that they are going to release their new
22 copy per minute color copier @ that time . please look @ the attached
spreadsheet and compare the cost with the $ 24 cpm canon copier sent to you
on 01 / 31 / 2000 :
let me know what you think .
thanks , iain . . . . . . . . . . . . . . . . .
iain russell
02 / 01 / 2000 10 : 11 am
to : kevin g moore / hou / ect @ ect
cc : vince j kaminski / hou / ect @ ect , mike a roberts / hou / ect @ ect
subject : revised 10 cpm color copier information
kevin ,
i revised the cost on the 10 cpm tab under cpi : - - >
thanks , iain . . . . . . . . . . . . . . . . . . .
- - - - - - - - - - - - - - - - - - - - - - forwarded by iain russell / epsc / hou / ect on 02 / 01 / 2000
10 : 05 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
color copier information
from : iain russell on 01 / 31 / 2000 11 : 45 pm
to : kevin g moore / hou / ect @ ect
cc : vince j kaminski / hou / ect @ ect , mike a roberts / hou / ect @ ect , shirley
crenshaw / hou / ect @ ect , carole rogers / epsc / hou / ect @ ect
subject : color copier information",ham
"jordan h . mintz has been named vice president & general counsel for enron
global finance and will be leaving the enron north america tax group .
stephen h . douglas , sr . director , will head up tax services for ena . steve
came to ena ' s tax planning group from the charlotte , north carolina firm
fennebresque , clark , swindell & hay in may , 1998 . he was previously
affiliated with the skadden , arps law firm in new york city . steve received
his bs degree in finance and mathematics from trinity university ( 1987 ) , his
jd from the university of texas school of law ( 1990 ) and his llm in taxation
from the new york university school of law ( 1993 ) .
please join me in congratulating jordan and steve in their new roles .
robert j . hermann , managing director & general tax counsel",ham
"vance ,
deal # 586029 has been modified to reflect 2 % less as fuel .
bob
vance l taylor
02 / 12 / 2001 04 : 35 pm
to : robert cotten / hou / ect @ ect
cc : julie meyers / hou / ect @ ect , lisa hesse / hou / ect @ ect , cynthia
hakemack / hou / ect @ ect , susan smith / hou / ect @ ect , donald p
reinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : first delivery - cody
bob ,
the following production is now on - line and sitara ticket no . ? ? ? ? ? should be
modified in sitara based on the following :
counterparty meter volumes price period global no .
cody energy llc 9864 20 , 000 mmbtu / d less 2 % as fuel 100 %
gd less $ 0 . 21 2 / 12 - 2 / 28 96052809
fyi , a firm ticket has already been created and submitted for the remaining
term of the deal beginning with the month of march . additionally , this is a
producer svcs . deal and should be tracked in the im wellhead portfolio . . .
attached to the gathering contract .
thanks ,
vlt
x 3 - 6353
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 02 / 12 / 2001
04 : 15 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : esther buckley 02 / 12 / 2001 03 : 45 pm
to : molly l carriere / hou / ect @ ect , clem cernosek / hou / ect @ ect , donna
consemiu / hou / ect @ ect , robert cook / hou / ect @ ect , howard b camp / hou / ect @ ect ,
lisa hesse / hou / ect @ ect , nathan l hlavaty / hou / ect @ ect , wayne e
lightfoot / hou / ect @ ect , james mckay / hou / ect @ ect , mary m smith / hou / ect @ ect ,
steve hpl schneider / hou / ect @ ect , melissa graves / hou / ect @ ect , michael
walters / hou / ect @ ect , eric wardle / hou / ect @ ect , jill t zivley / hou / ect @ ect , mary
jo johnson / hou / ees @ ees , rita wynne / hou / ect @ ect , lauri a allen / hou / ect @ ect ,
cheryl jones / gpgfin / enron @ enron , reid hansen / gco / enron @ enron , darron c
giron / hou / ect @ ect , o ' neal d winfree / hou / ect @ ect , susan smith / hou / ect @ ect ,
gary bryan / hou / ect @ ect , gary a hanks / hou / ect @ ect , donald p
reinhardt / hou / ect @ ect , vance l taylor / hou / ect @ ect , david
baumbach / hou / ect @ ect , robert cotten / hou / ect @ ect , brian m riley / hou / ect @ ect ,
jeff a austin / hou / ees @ ees , cynthia hakemack / hou / ect @ ect , dawn c
kenne / hou / ect @ ect , lisa csikos / hou / ect @ ect , j r fosdick / gco / enron @ enron ,
carlos j rodriguez / hou / ect @ ect , stephanie gomes / hou / ect @ ect , pat
clynes / corp / enron @ enron , tom acton / corp / enron @ enron , robert
walker / hou / ect @ ect , george weissman / hou / ect @ ect , joanne
harris / na / enron @ enron , christy sweeney / hou / ect @ ect , earl tisdale / hou / ect @ ect ,
daren j farmer / hou / ect @ ect
cc :
subject : first delivery - cody
see attached letter
eb",ham
"we welcome you to download a free
trial issue of new power executive , the market ' s leading weekly on market intel , trend analysis , and a host of strategic issues and ideas of direct importance to your planning and business development process .
read by thousands of senior execs around the market , new power executive is has been considered a must - read publication since 1997 .
these four free issues you ' ll receive over the coming weeks are free and have zero obligation .
however , if you choose to formally subscribe during this trial you can save $ 150 off the regular rate . see the order form on page 5 . enjoy !
this email has been sent to michelle . lokay @ enron . com ,
by powermarketers . com .
visit our subscription center to edit your interests or unsubscribe .
view our privacy policy : http : / / ccprod . roving . com / roving / ccprivacypolicy . jsp
powered by
constant contact ( r )
www . constantcontact . com",ham
"fyi ( bm = balancing market in his email ) .
i ' m still on eklavya ' s back to produce a white paper analysis of possible
trading stretagies under neta and their likely implications for prices and
volatilities . i ' ll forward it on as soon as ( if ever ) i receive it .
steve
- - - - - - - - - - - - - - - - - - - - - - forwarded by steven leppard / lon / ect on 02 / 09 / 2000
03 : 10 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
eklavya sareen 09 / 02 / 2000 14 : 43
to : ect london uk power trading , enron london power analytics , ect london uk
gas and power origination , paul dawson / lon / ect @ ect
cc :
subject : gaming of neta prices - constraints on the mccoy strategy
i believe most people are now familiar with the mccoy strategy for
manipulating imbalance prices in a favourable direction :
1 ) take a massive long or short position in forward trading
2 ) choose physical production decisions to drive system
i ) long if forward market postion is long
ii ) short if forward market postion is short
3 ) if system is long it needs to accept bids , if system is short it needs to
accept offers
4 ) if forward market postion is long submit very large postive bids to the bm
to drive ssp high - ssp is price received for spilling power to the bm ( going
into bm long )
5 ) if forward market postion is short submit very small ( even negative )
offers to the bm to drive sbp low - sbp is price paid for purchasing power
from bm ( going into bm short )
the neta programme intends to tag transmission cosntraint related trades in
the bm . according to disg 24 "" tagging constraint trades "" ( 21 dec 99 ) option
3 ( a ) [ the option that is proposed to be adopted ] , paragraph 2 . 3 ( p . 4 ) :
"" in the relevant settlement period , all accepted offers and bids volumes that
can be arbitraged , i . e . where a volume has been bid higher than the price at
which a volume has been offered , are eliminated ; ""
one of the implications of the above procedure is that the highest bids ( the
mccoy bids ) and the lowest offers ( the mccoy offers ) are likely to be
eliminated from the calculation of imbalance prices . this will make it harder
to pursue the mccoy strategy successfully .
thoughts and comments welcome .
thanks ,
eklavya .",ham
"westcoast , coastal split engage energy assets
to prepare for el paso energy ' s looming takeover of coastal corp . , westcoast
energy inc . and coastal are splitting up engage energy , their three - year - old
marketing venture , with each retaining a half interest in the houston - based
gas marketer . the split should be completed by the end of the week .
coastal , headquartered in houston , will merge with el paso energy in a $ 16
billion deal by the end of the fourth quarter ( see daily gpi , jan . 19 ) , and
company officials said that several transactions needed to be completed
before the merger could be finalized , including dismantling the engage
venture . vancouver - based westcoast and coastal each own 50 % interest in
engage , which has 12 regional offices throughout north america and employs
300 . one of the top north american gas marketers , it purchases natural gas
from every producing basin in north america , and trades electricity within
all nerc regions . engage estimates it will add another 1 bcf / d to its natural
gas deliverability by the end of this year .
ngi ranked engage in 12 th place in its 1999 north american power marketers
list , dropping from eighth place in 1998 , losing about 15 . 2 % in sales . engage
reported a sales volume of 5 . 6 bcf / d last year , compared with 6 . 6 bcf / d the
previous year . it sold an estimated 2 , 100 bcf of natural gas in 1999 .
westcoast and coastal formed engage in 1997 to offer a full spectrum of
energy services , including natural gas marketing and trading , electricity
trading and sales , energy management services , structured storage and
transportation - related services , structured power and management services and
energy risk management services . the companies said that those services would
continue as before . there is expected to be little impact on either company ' s
existing asset valuation .
under the restructuring plan , westcoast will retain the engage canadian
business entity and certain natural gas and power activities in the united
states . westcoast also will retain the right to use the engage energy name
and will continue to conduct business from calgary , southfield , mi and other
u . s . locations . coastal will retain the u . s . business entity , with
headquarters in houston .
"" by taking full ownership of our natural gas and electricity marketing and
trading functions , we can better capitalize on the knowledge , experience ,
track record and infrastructure that we have built over the past three
years , "" said michael phelps , westcoast ceo .
when coastal merges with el paso , it will be joining a company that already
has a strong gas marketing arm . ngi ranked el paso seventh on its list of gas
marketers in 1999 , noting that it traded 6 . 7 bcf / d of natural gas last year .
it also was ranked seventh in 1998 .",ham
"please find below the weekly project status update for gtv and the attached file for the updated project timelines . changes are underlined .
gtv status meeting attendees : thu dang , nayan dattani , bill fortney , jeff gossett , brad jones , jay krish , francis lim , russ severson , geoff storey , michael swaim , zhiyong wei , jeremy wong .
accomplishments :
? gtv 2 phase 1 items
o released to production .
? saving different views in tds :
o released to production .
? capability for desk roll - ups on an ad hoc basis ( phase 2 , on hold since 7 / 9 / 01 ) :
o new process for roll - up aggregators has been completed .
? option grid ( phase 2 ) :
o released to production .
? gas daily options ( phase 2 ) :
o released to production .
? basis options ( phase 2 ) :
o development of deal entry type for basis options has been completed in tagg .
o development of loading correlation curves has been completed .
o changes to the translator have been completed .
o development of portcalc valuation of basis spread options completed .
? transport deal capture & valuation ( phase 2 ) :
o creation of new deal entry type & database changes has been completed .
o changes to the translator have been completed .
? add more information to the drill - down deal details .
o released to production .
? new flexible deal viewer .
o database schema design completed .
o initial load of active deals from sitara completed .
o tibco work completed .
o units of measure conversions completed .
o update of active deals from sitara completed .
o development of query engine completed .
o development of delphi feed to excel completed .
o schema mapping completed .
o initial loading of active deals from tagg completed .
o 3 new requests ( from last wednesday ' s demo ) for update server completed .
o completed development of excel vb .
o completed remaining new request for update server ( sic codes ) .
o completed development of update of active deals from tagg .
? screening volume feedback in tds deal ticker .
o completed database changes in stage and parallel .
o completed modifying cpr reader to handle process flag .
? implementing tds in calgary office
o discussed efforts needed for implementing tds for calgary office .
? investigate ways of improving eol bridging to sitara and tagg for term physical deals .
o started discussion and needs further investigation .
plans for the week ending 10 / 05 / 01 :
? continue it development of phase ii issues .
o continue development of portcalc to value transport deals .
o continue testing of basis options .
o develop sensitivity and position reports .
? new flexible deal viewer .
o resume user acceptance testing .
? screening volume feedback in tds deal ticker .
o complete modify database triggers .
o complete make changes to cpr bridge .
o complete modify cpr reader to handle process flag .
o complete implement delete logic in cpr reader to clean up old deals .
? implementing tds in calgary office
o detailed timeline estimate .
issues :
? none .
notes
? calgary still needs to test y - calc .
thanks
zhiyong",ham
"fyi :
note that the person mentioned in the text below ( ming lung lee ) is very
experienced in traditional traffic engineering work . he comes from mci where
he was responsible for modeling traffic etc . it appears that sycamore
finally got him . one time they had lost him to corvis ( another optical
equipment company ) , i guess sycamore went back to him with a better deal ! as
soon as this guy is available , i ' ll set up an all day technical meeting to
hash out what needs to be done as far as optimization algorithm development
is concerned . i want to produce a technical requirement document to clearly
outline what needs to be done to support dynamic , optical - switched - circuits
based trading and streaming media applications , etc . having such an industry
expert help us will help ' justify ' internally all the the effort on the
traffic analysis side that john griebling has asked us to support . keep in
mind that even though he is an expert in the field , the field that we need to
play in has not develop yet . even the emerging data based traffic ( as opposed
to voice where blocking of traffic is allowed ) analysis is an order of
magnitude more difficult ( due to uncertain load ) , let alone trading such load
( which we are planning to do ! ) .
ravi .
. . . sycamore hired a guy per griebling ' s request , to work with you on the
design / planning piece of the business . he will be contracted out to enron
for a period of 6 months initially . he lives in sf but will be traveling to
whereever you need him . jim , griebling wanted us to set up a meeting
between you guys for wednesday morning , if you have time . his name is ming
lung lee and he comes to us from mci . let me know what works .
- - - - - forwarded by ravi thuraisingham / enron communications on 03 / 07 / 00 11 : 09
am - - - - -
kristin . bethurem @ sycamorenet . com
03 / 07 / 00 09 : 44 am
to : ravi thuraisingham / enron communications @ enron communications ,
kristin . bethurem @ sycamorenet . com
cc : jim irvine / enron communications @ enron communications ,
barb . vanbeyerer @ sycamorenet . com , brett . leida @ sycamorenet . com
subject : re : pooling point profiles
hi ravi . fair enough , we will make sure we keep you guys in the loop . let
barb / me know which items we can offload to you guys .
first thing to be done is barb will schedule a call between us and you all
to gain a better understanding of a number we are trying to back into with
the metro solutions ( there are alot of options on our side and we need some
guidelines ) . i already talked to john about this this morning so we need to
make some headway on that number . also , we are scheduled for a conference
call wednesday morning with griebling to discuss where we are at with
initial solutions for metro . would you like to join us ?
thursday night , we have a dinner tentatively planned ( talk with griebling
about who , where , etc . ) . friday we will be meeting all day at the omni in
interlocken .
ravi and jim , per my conversations with john , he is going to run point on
the metro solutions . dorn is swamped with other activities . as for the
switching piece , we discussed our routing software on monday and i think
that is all we are going to do until ahi is done then we will set up a
meeting between our guys and the ahi folks . the expectation is that this
meeting will occur in the next 30 days .
also , sycamore hired a guy per griebling ' s request , to work with you on the
design / planning piece of the business . he will be contracted out to enron
for a period of 6 months initially . he lives in sf but will be traveling to
whereever you need him . jim , griebling wanted us to set up a meeting
between you guys for wednesday morning , if you have time . his name is ming
lung lee and he comes to us from mci . let me know what works .
the best ways to reach me are my cell phone or text pager . cell is
303 - 619 - 2485 and pager is 888 - 467 - 6167 - - you can send me a text message
from either your pager ( if you have a 2 way ) or press 3 to get an operator .
thanks , kristin
- - - - - original message - - - - -
from : ravi _ thuraisingham @ enron . net [ mailto : ravi _ thuraisingham @ enron . net ]
sent : monday , march 06 , 2000 9 : 52 am
to : kristin . bethurem @ sycamorenet . com
cc : jim _ irvine @ enron . net ; barb . vanbeyerer @ sycamorenet . com ;
brett . leida @ sycamorenet . com
subject : re : pooling point profiles
hi kristin , jim and i will be in broomfield , co from tueday late ~ 10 am
until
friday end of day . we would appriciate being in the loop of any discussion
that
you may have with john and dorn ( provided that they can be shared with us ) .
both
john and dorn are very busy and you can help alleviate some of the
congestion by
send information directly to jim barb . vanbeyerer @ sycamorenet . com
subject : pooling point profiles
kristin
attached is the sanitized file promised .
what is the status on next weeks meeting and more specifically , what is the
location ?
jim
- - - - - forwarded by jim irvine / enron communications on 03 / 03 / 00 03 : 40 pm
- - - - -
| - - - - - - - - + - - - - - - - - - - - - - - - - - - - - - - - >
| | andre bourque |
| | |
| | 03 / 03 / 00 |
| | 01 : 27 pm |
| | |
| - - - - - - - - + - - - - - - - - - - - - - - - - - - - - - - - >
|
|
|
| to : jim irvine / enron communications @ enron communications
|
| cc :
|
| subject : pooling point profiles
|
|
jim :
as part of your vendor negotiation requirements .
andre f . bourque
enron broadband services
- - - - - forwarded by andre bourque / enron communications on 03 / 03 / 00 01 : 28 pm
- - - - -
| - - - - - - - - + - - - - - - - - - - - - - - - - - - - - - - - >
| | andre bourque |
| | |
| | 03 / 02 / 00 |
| | 05 : 42 pm |
| | |
| - - - - - - - - + - - - - - - - - - - - - - - - - - - - - - - - >
|
|
|
| to : ravi thuraisingham / enron communications @ enron
communications |
| cc : rob kolosvary / enron communications @ enron communications ,
|
| lisa rosenberg / enron communications @ enron communications , andre
|
| bourque / enron communications @ enron communications , john
|
| griebling / enron communications @ enron communications , laura
|
| beneville / enron communications @ enron communications
|
| subject : pooling point profiles
|
|
ravi :
as per your request , the attached profiles have been sanitized of their
sources .
regards ,
andre f . bourque
enron broadband services
( see attached file : pooling point profiles . xls )",ham
"daren ,
do you have any information on these deals ? we cannot collect the cash from
midcon if we can ' t prove to them the
deals are valid .
thanks ,
kris
tina valadez
03 / 29 / 2000 09 : 19 am
to : kristen j hanson / hou / ect @ ect
cc :
subject : jan & feb midcon invoices
- - - - - - - - - - - - - - - - - - - - - - forwarded by tina valadez / hou / ect on 03 / 29 / 2000 09 : 17
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
tina valadez
03 / 27 / 2000 08 : 52 am
to : daren j farmer / hou / ect @ ect
cc :
subject : jan & feb midcon invoices
pat dresner ( accountant ) at midcon texas says she does not show these deals
in her system and she can not pay on them . you created the deals in sitara
and i don ' t have another trader ' s name . could you please talk to your kn
trader regarding this situation ? if midcon really got this gas , then someone
at kn should tell their accountant about the deal .
prod mo . entity point volume total amount sitara #
1 / 2000 midcon texas gas services corp . 0984132 20000 $ 51 , 600 . 00 157006
2 / 2000 midcon texas gas services 0984132 36000 $ 90 , 900 . 00 166523
2 / 2000 midcon texas pipeline corp . 0984132 80 , 000 $ 206 , 800 . 00 170133
please let me know as soon as possible what you find out . the 2 / 2000
production invoices are due to be paid 3 / 27 .
thank you ,
tina valadez
3 - 7548",ham
